dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
02/04/2024,5ZsFI1h6hIdQRw2ti0hz81,zayn,27005784,76,22740197,"pop, uk pop",2016,2024,20,3,Chill Pop,7qZuRt0v6zox5gMAMCls5M
02/04/2024,49vOeJAPxAz6YmVZPNM7ys,huh gak,133352,39,93080,korean pop,2013,2024,20,1,노래방 인기가요 (Singing Room K-Pop),0SOnbGVEf5q0YqL0FO2qu0
02/04/2024,19k8AgwwTSxeaxkOuCQEJs,jelly roll,13092703,78,3316614,"country rap, nashville hip hop, tennessee hip hop",2013,2023,20,16,Breakout Country,"2kE2HFBFkJ0VMw3igxYohz, 1fAeFPXsX08Ovnn9iV1x27, 30LZU3ReFIndjHLfaahreM, 30LZU3ReFIndjHLfaahreM"
02/04/2024,4fNQc6qV93iAsDV4kxeQAf,bern-at & warlex,175734,39,2571," dance , edm ",2019,2024,18,1,Hardstyle Bangers,2mVgDjPX3OzJ0EP1Y5cSWa
02/04/2024,0Ey8TMIVvT6OSYiblEuyMh,frawley,1294635,54,125479,"alt z, singer-songwriter pop",2019,2023,20,1,Breakout Country,6Mb4ChyGxYAfVtXz9ia0DN
02/04/2024,7n2wHs1TKAczGzO7Dd2rGr,shawn mendes,45391312,82,42366745,"canadian pop, pop, viral pop",2015,2023,20,1,Feel Good Acoustic,"48lm2sNdS1rlteMIwLyhJF, 6Pce5yn5oOSDB6hZm8Ou2U, 7b1WVMX0FShcPWct8ca7ma"
02/04/2024,4OBJLual30L7gRl5UkeRcT,t.i.,10432958,74,4656066,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2001,2023,20,4,Throwback Workout,1IAzD1muglOxOcPbUHs70R
02/04/2024,04gDigrS5kc9YWfZHwBETP,maroon 5,63246242,85,41112377,pop,2002,2023,20,1,Feel Good Acoustic,"3bXhtg6H8lOMWaLZttQF6F, 3d7pK1CqZaj5xbIGPy85rD, 2iuZJX9X9P0GKaE93xcPjk"
02/04/2024,7q7IUe2AqtifSZ2q52kHFc,forest blakk,4255186,62,150492,singer-songwriter pop,2021,2024,20,1,Chill Pop,0nt9QNF9rY5mPTAV9Nn9yH
02/04/2024,7CajNmpbOovFoOoasH2HaY,calvin harris,67917512,86,22488559,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",2007,2024,20,11,Ultimate Party Classics,"6qn9YLKt13AGvpq9jfO8py, 1gihuPhrLraKYrJMAEONyc"
02/04/2024,6LqNN22kT3074XbTVUrhzX,kesha,35249769,78,7715033,"dance pop, pop",2010,2023,20,1,Throwback Workout,"0HPD5WQqrq7wPWR7P7Dw1i, 3GpbwCm3YxiWDvy29Uo3vP"
02/04/2024,21E3waRsmPlU7jZsS13rcj,ne-yo,36202876,80,8564723,"dance pop, pop, r&b, urban contemporary",2006,2024,20,2,Ultimate Party Classics,"34ceTg8ChN5HjrqiIYCn9Q, 4QNpBfC0zvjKqPJcyqBy9W"
02/04/2024,0tVSrjQ0NpDlecsJwGmrMy,lil moshpit,28317,29,10104,k-rap,2022,2023,3,2,KrOWN,"14J3fFtcGjaGqReC9bnQAz, 1dSoTjwGH9HBlj6EEu2mhx, 2SsroOwWC3CYSpEKOsQzvh"
02/04/2024,0MBNzfGHTiPYag4DupDXUj,sarah kang,1261463,56,143683,nyc pop,2022,2024,20,1,Chill Pop,2y8XtG31pTKikEHTkqbZFK
02/04/2024,3JjvsPeGMbDJqsphe2z8xU,p1harmony,1822976,64,1087464,"k-pop, k-pop boy group",2020,2024,15,6,Hallyu Boy Bands,"2E7qG81LXdZEfobhcrVm06, 2E7qG81LXdZEfobhcrVm06"
02/04/2024,40oKC5KWScA0TPIiKAofI8,marynn taylor,111486,34,7711,"country pop, modern country pop",2020,2024,13,1,Women of Country,0CZwrYqSTnfzAjtynr6zBp
02/04/2024,11S00dFcvNvJahis8MTGMD,tiger jk,350852,54,47826,k-rap,1995,2024,20,2,KrOWN,1jQr59cbLRE73yZOjPnG8e
02/04/2024,13PsdrWmNx5EcibArzkbcO,yountoven,16852,22,9813,"k-pop ballad, korean pop",2019,2024,7,2,노래방 인기가요 (Singing Room K-Pop),4so85rrFc5TCgT6rd2vweV
02/04/2024,3koiLjNrgRTNbOwViDipeA,marvin gaye,19373427,74,5239635,"classic soul, motown, neo soul, northern soul, quiet storm, soul",1977,2023,20,13,Ultimate Party Classics,7tqhbajSfrz2F7E1Z75ASX
02/04/2024,4Wp4OXDldnaJ0JPRpkUKQs,yohji igarashi,48140,31,2950, rock ,2018,2024,14,5,GLOW,7eXxSzId7BWiwaJre9oLtS
02/04/2024,6YM5gRpMJkP0kUWRcvlHT3,brittney spencer,4976348,62,27139,black americana,2019,2024,12,1,Women of Country,"7eEr7lgWYudwEKEaWCPiPI, 5v3r5BBXflOj5vedGJb1v8, 4HQesVjCWOSKvzqirkvuP9"
02/04/2024,4yiQZ8tQPux8cPriYMWUFP,gwen stefani,17077645,73,6388274,"dance pop, pop",2004,2024,20,2,Throwback Workout,"3RmKpob8xzv1pzHEQrMJah, 0LzrhCZFXW94Y8nwtTuRlw"
02/04/2024,7qG3b048QCHVRO5Pv1T5lw,enrique iglesias,29323335,78,10817088,"dance pop, latin pop, mexican pop",1995,2024,20,1,Breakout Country,4vMI6s3uwWcxcAqVoXkATn
02/04/2024,1gBUSTR3TyDdTVFIaQnc02,nct dream,4704254,75,7611557,"k-pop, k-pop boy group",2019,2024,20,2,노래방 인기가요 (Singing Room K-Pop),"27bIik73QCu8Xzt3xpG1bI, 2jaapqz7L9MpMf7vpkqU9I, 0CatzXH85XWyBqqdB6qPMB, 27bIik73QCu8Xzt3xpG1bI, 332GJ8ykVuEt3jOT1sy7j6, 2jaapqz7L9MpMf7vpkqU9I"
02/04/2024,4EPYWwU4c8eG2GzD7MenUA,kim feel,377318,46,110913,korean pop,2019,2024,20,2,노래방 인기가요 (Singing Room K-Pop),3UGHBnuq4cFToHy3JfbFcB
02/04/2024,5yhxqYI0JBwUKfXpSEjiM8,jamey johnson,2912435,60,735942,"country, country road, outlaw country",2005,2023,17,1,Country Gold,7CNd7rjfVt74TFlcOcnZgN
02/04/2024,5fzZ93Y7teAEqppKqLAlR8,raf21,162670,39,23250,organic ambient,2020,2024,20,3,Meditate to the Sounds of Nature,7MviasItbMuhm79ZxyMr1o
02/04/2024,46lnlnlU0dXTDpoAUmH6Qx,lou bega,4945275,60,115841,latin pop,1999,2021,18,4,Ultimate Party Classics,6x4tKaOzfNJpEJHySoiJcs
02/04/2024,4kYGAK2zu9EAomwj3hXkXy,jp cooper,7289405,65,890679,uk pop,2017,2024,20,1,Feel Good Acoustic,7bMkcxifc4EjIQKw49EC7h
02/04/2024,1NWjumiUC54F8S21p2W6cG,the human experience,583612,50,77551,"high vibe, world fusion",2010,2024,20,1,Feel Good Acoustic,6WOCRPBxJqRhOyfLygAOJ5
02/04/2024,6mDl7lQiLxT0iQ8LYhAlWy,zerb,8908959,68,58523, rock ,2020,2024,20,1,Singled Out,5ZUIPLoTLJZrPQh2kFZEUM
02/04/2024,3PhoLpVuITZKcymswpck5b,elton john,51565848,83,13006913,"glam rock, mellow gold, piano rock, rock",1993,2022,20,16,Ultimate Party Classics,7HW5WIw7ZgZORCzUxv5gW5
02/04/2024,2DYDFBqoaBP2i9XrTGpOgF,naeleck,9039316,69,74935,"electro, hypertechno",2021,2024,20,1,Hardstyle Bangers,"3VwxvFdVh7i0NdroGxP3oz, 64wJfQnusvGvwcV8Hize2a"
02/04/2024,3Isy6kedDrgPYoTS1dazA9,sean paul,33252447,80,4558624,"dance pop, dancehall, pop, pop rap",2000,2024,20,1,Ultimate Party Classics,"6bK9BH9Ts8Gj5JFvnQkzak, 0k2GOhqsrxDTAbFFSdNJjT, 6bK9BH9Ts8Gj5JFvnQkzak"
02/04/2024,4OPaH4YIqua9DUnI7t0fOQ,mark with a k,631369,49,71323,"belgian edm, euphoric hardstyle, jumpstyle",2009,2024,20,1,Hardstyle Bangers,5svlaUpNdfC4P4wO1snObR
02/04/2024,1wsoV3RXPkxVz3PwsNRI5K,bewhy,472043,49,318536,k-rap,2015,2023,20,1,KrOWN,39MGKenCfPdkFkEfa2PYyX
02/04/2024,4dB2XmMpzPxsMRnt62TbF5,lim changjung,98630,38,114740,korean pop,1997,2023,20,2,노래방 인기가요 (Singing Room K-Pop),"5377e0iYznz3jvxZYrLSSa, 10if3nqm7OS7qrV45v9GOg"
02/04/2024,2dQgOfBP52UwjegY8FwJAY,the partysquad,759225,49,85585,"dutch hip hop, moombahton",2006,2024,20,1,Hardstyle Bangers,4nXsqlZrNtDdjUNFiM358T
02/04/2024,4e9TBaTlI3LVQz3tkTYC0I,hailey whitters,1794573,56,78893,"contemporary country, country pop, modern country pop",2015,2024,18,1,Breakout Country,"5g4ARvINyjjLoiDX4roM8m, 3zAOcNGOFq5Q1OsN0tcxA0, 5uTQC24DoCTc287oH8Xpp4"
02/04/2024,1ZrBGJWLL8NiAjgNifCy90,smith & thell,1272558,56,152214,swedish pop,2017,2024,20,1,Feel Good Acoustic,"4eQWC9bpUAQT88QNBS2Z7C, 5pW8171RuTAYU9hAN54QpM"
02/04/2024,5QNm7E7RU2m64l6Gliu8Oy,hardy,8495501,74,825670,"contemporary country, modern country pop",2019,2024,20,1,Country Gold,"2bVeUlOC5JjTpkQXuUUoYm, 103u49mLoJUge83B1CnLxI, 2bVeUlOC5JjTpkQXuUUoYm, 19ZzEzb4BVK1wVO4brrmZz"
02/04/2024,320EPCSEezHt1rtbfwH6Ck,the monkees,5299726,62,1169151,"album rock, beatlesque, bubblegum pop, classic rock, folk rock, heartland rock, mellow gold, psychedelic rock, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",1967,2020,20,30,Ultimate Party Classics,3G7tRC24Uh09Hmp1KZ7LQ2
02/04/2024,3YQKmKGau1PzlVlkL1iodx,twenty one pilots,28080210,82,23953526,"modern rock, pop, pov: indie, rock",2009,2024,20,2,Feel Good Acoustic,3KhUUinfojt0DbzvXwfxW8
02/04/2024,2FXC3k01G6Gw61bmprjgqS,hozier,36403547,85,6679949,"irish singer-songwriter, modern rock, pov: indie",2014,2024,20,2,Chill Pop,0AjmK0Eai4zGrLaJwPvrDp
02/04/2024,0ocA2OjaXb4KyFX7zJE2Ld,lucy patané,17396,26,13655,"argentine indie, cantautora argentina",2019,2024,11,1,GLOW,1RjmeNxL0KNM0KTH8aySAO
02/04/2024,5iqStkZi6QmG8sgQZQrfGN,danielle bradbery,1068049,51,305359,"contemporary country, country pop, country road",2013,2023,20,1,Women of Country,0ODaBMQ3tbTefbmbMWTwdT
02/04/2024,23LskvW8ErKu8v1teU7xFZ,sokodomo,136546,41,51360,k-rap,2019,2024,9,1,KrOWN,"1dSoTjwGH9HBlj6EEu2mhx, 2mqnyDbLObaEBnvGv5Ok5Z, 2eLe81VDUQ5f0xFfc9cMWz"
02/04/2024,2o8gT0fQmFxGNbowbdgeZe,dpr ian,4352364,70,1261217,k-rap,2020,2023,10,1,K-Pop ON! (온),5izX3yhDZHqQFi8p2m6RHi
02/04/2024,23LbwefIODbyGdRbAz3urj,yung joc,1357284,63,800477,"atl hip hop, crunk, dirty south rap, southern hip hop, trap",2006,2023,20,2,Throwback Workout,1tkMs9wDPknQ3ZHcKDw1ES
02/04/2024,2AfmfGFbe0A0WsTYm0SDTx,(g)i-dle,12938010,77,8791578,k-pop girl group,2020,2024,20,1,노래방 인기가요 (Singing Room K-Pop),"2vNPGH1x5ZwxTjlvzLCyc2, 5qI5EUqfDJpQ7w6sMECK7U, 2vNPGH1x5ZwxTjlvzLCyc2, 4uOBL4DDWWVx4RhYKlPbPC, 6hWU8LrnjLyYHShDyNWFZj, 0IGUXY4JbK18bu9oD4mPIm, 2vNPGH1x5ZwxTjlvzLCyc2, 6hWU8LrnjLyYHShDyNWFZj, 5qI5EUqfDJpQ7w6sMECK7U, 4uOBL4DDWWVx4RhYKlPbPC"
02/04/2024,3iXeAZ8862AyoZ5ZGg800O,ole 60,2536026,63,96493,modern country pop,2023,2024,2,4,Breakout Country,1QvDl9tBq6PsMVE7Bf2ZOV
02/04/2024,5DrOI7Hq3HNpD909jIPHVL,crazy jack,218810,41,2009," dance , house ",2024,2024,1,1,Hardstyle Bangers,0B96WBW2UjHxmxuDGd7hUA
02/04/2024,2kucQ9jQwuD8jWdtR9Ef38,sam hunt,7677389,69,2275801,"contemporary country, country, country pop, modern country rock",2014,2024,20,1,Country Drive,"3HGnIIdHYIbkowzLk8UHbE, 7mldq42yDuxiUNn08nvzHO"
02/04/2024,3sUpZrkehiGBaMzs2h9Mmc,corey kent,4137885,63,145758,"modern country pop, texas country",2020,2024,20,1,Country Drive,"41cv1emXVm5Su4DWvltXa6, 3kXH9BQq0TyNliiP1MIE6N"
02/04/2024,6tPHARSq45lQ8BSALCfkFC,lainey wilson,7620659,72,610569,"contemporary country, modern country pop",2016,2024,17,1,Country Gold,"3S0sk6DSTgesXsUSAEHNr5, 3S0sk6DSTgesXsUSAEHNr5, 3sYBFUXTv0STUoUINx9Qe8, 5DIBVDJOHh7djepAjKHWCO, 5AzFlhzijKM7xFPY5b1taP, 0NgdKtJy6pKBvWhcVuQbxd, 3sYBFUXTv0STUoUINx9Qe8, 3S0sk6DSTgesXsUSAEHNr5"
02/04/2024,2NdeV5rLm47xAvogXrYhJX,ciara,11885321,70,6419164,"dance pop, hip pop, pop, r&b, urban contemporary",2004,2023,20,1,Throwback Workout,7uKcScNXuO3MWw6LowBjW1
02/04/2024,6qqNVTkY8uBg9cP3Jd7DAH,billie eilish,65916845,88,92936466,"art pop, pop",2017,2023,20,9,Chill Pop,6wf7Yu7cxBSPrRlWeSeK0Q
02/04/2024,1xqkT06p85DIZeqrlVGVWv,jayesslee,460128,47,116778,viral pop,2012,2020,20,1,Feel Good Acoustic,5h3Wapr8ZukuHRZ5XMMejV
02/04/2024,55Aa2cqylxrFIXC767Z865,lil wayne,37112046,85,14286502,"hip hop, new orleans rap, pop rap, rap, trap",2008,2023,20,16,Throwback Workout,6cmm1LMvZdB5zsCwX5BjqE
02/04/2024,1oPRcJUkloHaRLYx0olBLJ,magdalena bay,1116372,55,195421,la pop,2019,2023,20,1,Singled Out,0nxPeolI7FlljJ3SnNYDmj
02/04/2024,3mZnhzeAyjpFhO3cIepzBr,tuneboy,957969,53,36109,"classic hardstyle, euphoric hardstyle",2017,2023,20,10,Hardstyle Bangers,"2d9EgBM9F09IkEG8t9T6L8, 6AQpd05OyowTvtO7I3BdBU, 1WbQ96o7shECYjvEsRhvUV"
02/04/2024,5CCwRZC6euC8Odo6y9X8jr,rita ora,12108662,72,8231022,"dance pop, pop, uk pop",2012,2024,20,1,Feel Good Acoustic,0e3ujCTfBtvX8HdQrEUBd9
02/04/2024,0E0fq98DMHhkAgiXWpCViX,skinny brown,93414,46,60172,k-rap,2020,2024,20,2,KrOWN,"0nqgT7ndih2023zjYTFe39, 5kMDKlRMO3MNeCKt73Ab7i, 0mk4N0QM4NLZN5ujoCBTbA, 6DJpnE5UQZi7zIZIVYwnMe"
02/04/2024,3grHWM9bx2E9vwJCdlRv9O,kenny chesney,9410439,72,4353084,"contemporary country, country, country road, modern country rock",2002,2024,20,12,Country Gold,"1t2hJFgJyUPD2crOafMUEk, 3QV7NYkrmV0Q0IHdFJw9hO, 1yRke3PmsyFrYlFZOAkABk, 57I7CUbXo4XlWuTVB8pXW6, 1yRke3PmsyFrYlFZOAkABk, 1dgWTMoHwTUnQhOQ8SR5fV"
02/04/2024,5tKXB9uuebKE34yowVaU3C,iyaz,7746351,64,925278,"dance pop, pop rap, post-teen pop",2009,2023,16,1,Throwback Workout,5vlEg2fT4cFWAqU5QptIpQ
02/04/2024,23zg3TcAtWQy7J6upgbUnj,usher,46093532,83,11138580,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",1994,2024,20,1,Ultimate Party Classics,"5rb9QrpfcKFHM1EUbSIurX, 5rb9QrpfcKFHM1EUbSIurX, 4356Typ82hUiFAynbLYbPn"
02/04/2024,1zNqDE7qDGCsyzJwohVaoX,anne-marie,32718613,78,11703504,pop,2018,2023,20,1,Feel Good Acoustic,5OWrEfTdsOsTxMbznYDVL0
02/04/2024,3RqBeV12Tt7A8xH3zBDDUF,kelsea ballerini,7254758,68,1132675,"contemporary country, country",2015,2023,20,1,Country Gold,"2wqXQjOmQ9KoBm9Ssgt4Fo, 1yRke3PmsyFrYlFZOAkABk, 2fBvSCdG3lDjImqJvnYtvq, 5NfJGBAL9mgFPRQxKJmiX2, 2bV4NwncWMnVvcWyU2yxwB, 0XVBahLtPyfg5m1LxPxRTd, 1S55d7hhptRt8PS6nC1fSY, 1yRke3PmsyFrYlFZOAkABk, 6OcCk1dbAb7XNHsC098oEM, 1jX9wlAgVkAl0fCZqkCI73"
02/04/2024,3JsHnjpbhX4SnySpvpa9DK,v,8897241,83,17595875,"j-division, korean ost",2016,2024,12,2,K-Pop ON! (온),0PBTlQ84CBJF0tBnKGmQa6
02/04/2024,2jzc5TC5TVFLXQlBNiIUzE,a-ha,23859881,72,2221983,"new romantic, new wave, new wave pop, permanent wave, synthpop",1985,2022,20,2,Ultimate Party Classics,2WfaOiMkCvy7F5fcp2zZ8L
02/04/2024,5Rl15oVamLq7FbSb0NNBNy,5 seconds of summer,25067389,77,9824218,"boy band, pop",2014,2024,20,1,Feel Good Acoustic,5EqlEvrylr3DNy3R11Kmrz
02/04/2024,698hF4vcwHwPy8ltmXermq,far east movement,7550182,65,1070609,"asian american hip hop, dance pop, pop rap",2009,2020,20,4,Throwback Workout,4DvhkX2ic4zWkQeWMwQ2qf
02/04/2024,5f48MQLr5eOXHcR4lFE1BM,chillin homie,67095,37,18184,"k-rap, korean drill, korean trap",2018,2023,10,1,KrOWN,"4cNlXzJJViGWXr75TMCdPj, 2mqnyDbLObaEBnvGv5Ok5Z, 1QirEjVFJfxqXXgdF2YC1g"
02/04/2024,08Uextujt6ZT2iQmSYAJfH,ahi,420184,45,30497,canadian folk,2016,2023,20,1,Feel Good Acoustic,3wXHHCV4A7KsoTlHZWVZPd
02/04/2024,70kkdajctXSbqSMJbQO424,kacey musgraves,27251062,80,1372145,"classic texas country, contemporary country, country dawn",2013,2024,20,3,Breakout Country,"58pTPJPBjw1xL9OcLcQczU, 333XFHKsHU0pOocFzBgrJi, 27RDQ0TfxzWMlQFuKrPT11, 5UDqWOgDdixYMAgAyNbpgh, 4CLPNURPcKztF9RRdcWLGP, 2rLq6QIfooAKsF8UZuoLsS, 58pTPJPBjw1xL9OcLcQczU, 4CLPNURPcKztF9RRdcWLGP, 4wONXG4GqWSscEyZlx300W, 43xanDcfSBWuURZCWbItzf"
02/04/2024,57LYzLEk2LcFghVwuWbcuS,summer walker,22721043,80,6187863,"r&b, rap",2018,2024,20,1,Chill Pop,0ZDwhNFZnPx9EIPCcwGUHC
02/04/2024,75jNCko3SnEMI5gwGqrbb8,tammi terrell,12251101,67,176536,"classic soul, motown, soul, southern soul",1967,2019,7,1,Ultimate Party Classics,7tqhbajSfrz2F7E1Z75ASX
02/04/2024,7kXQtwn3ZRTBc8JYNyGwQy,parc jae jung,149492,39,46996,"korean ost, korean pop",2018,2023,20,2,노래방 인기가요 (Singing Room K-Pop),2KNEK9rGKQKKNE6FTt8PvQ
02/04/2024,1TTx0YcbKUtJIZY1HEnh9B,j.y. park,1001475,50,153658,classic k-pop,2001,2023,20,1,K-Pop ON! (온),1bN4ejW5IMmL4CRVG6Fxfk
02/04/2024,3KonOYiLsU53m4yT7gNotP,treasure,2716135,66,3294611,k-pop boy group,2020,2024,19,2,Hallyu Boy Bands,0dcnrLo8s1rhjm8euGjI4n
02/04/2024,64CuUOOirKmdAYLQSfaOyr,the emotions,5601414,62,565165,"chicago soul, classic soul, disco, funk, girl group, motown, post-disco, quiet storm, soul, southern soul",1958,2023,12,2,Ultimate Party Classics,6ztstiyZL6FXzh4aG46ZPD
02/04/2024,68ym0sOo7MazZxScbm1wtI,vibe,80218,34,33029,korean pop,2002,2022,20,1,노래방 인기가요 (Singing Room K-Pop),5mwZ597mJSZ4MtO0EtxWBE
02/04/2024,1fwMtpwCEJovQuyxSuHcAd,yang yo seop,122834,37,55668,"k-pop, korean pop",2017,2023,20,2,노래방 인기가요 (Singing Room K-Pop),382vwoXF6ksNuaPbMYiQy6
02/04/2024,5Pwc4xIPtQLFEnJriah9YJ,onerepublic,48197560,82,16699159,"piano rock, pop",2007,2024,20,1,Feel Good Acoustic,3LS8Asffy5knMgZu4wrePz
02/04/2024,34SKCchNLFzBWclGa6l6tQ,big mama,56567,33,18153,k-pop ballad,2003,2023,20,2,노래방 인기가요 (Singing Room K-Pop),2GQNIuqbHbsSJPjvp91AJg
02/04/2024,3BEV5FcxOtkQJ7lLRKMh3V,tyler hubbard,5281180,65,156003,"contemporary country, modern country pop",2021,2024,15,1,Country Drive,"2KtGiBi5CrX2ERPD2PAS34, 6AqwH2Y9FJwhUE2dCSkw1u"
02/04/2024,4PPkRMbw2jIs7flJkl4okf,izi,103398,35,3307,classic k-pop,2005,2022,6,1,노래방 인기가요 (Singing Room K-Pop),5XVEx1pTUR4T7ABtXoGGxx
02/04/2024,5P2rwRBgIN450RaJxdjYdA,kardinal offishall,3306420,61,71125,canadian old school hip hop,2001,2021,20,1,Throwback Workout,1GLx5tpDdwEFiA7KaikvX2
02/04/2024,338GHPl8NnzUwqpm6wpqjc,the buoys,69282,34,12894,sydney indie,2018,2024,19,1,GLOW,3FMgKNOeL9mCQkZQb55siA
02/04/2024,4OoHneMX97SjUXKWgsyrP4,gpf,417171,49,77678,"tekk, uptempo hardcore",2018,2024,20,1,Hardstyle Bangers,6bRBZE3BXUZ6QNdpKuMGop
02/04/2024,5WWSL6rElJeUk3Uc1S2RyD,dead or alive,3446853,58,382028,"hi-nrg, new romantic, new wave pop, synthpop",1983,2024,20,2,Ultimate Party Classics,1ChulFMnwxoD74Me8eX2TU
02/04/2024,2QYdqWGgRorVkA8cJMMdrn,tiny habits,483089,49,55616,boston folk,2022,2024,8,1,Singled Out,14SnMMqIl8K3JMdZTXSIUb
02/04/2024,4QQgXkCYTt3BlENzhyNETg,"earth, wind & fire",21506579,73,4179645,"disco, funk, jazz funk, soul",1975,2019,20,8,Ultimate Party Classics,"3kXoKlD84c6OmIcOLfrfEs, 6ztstiyZL6FXzh4aG46ZPD"
02/04/2024,5oihNt5Zntgh1XIsDqOGq5,park hwayobi,51537,32,19344,"korean pop, korean singer-songwriter",2000,2017,20,3,노래방 인기가요 (Singing Room K-Pop),7EuKuQoLBvmoWU4gkzf7QR
02/04/2024,4cUfFbVZGSsJWdbfmkdxYq,token,496135,51,457222,"boston hip hop, deep underground hip hop, indie pop rap",2016,2024,20,1,KrOWN,19rwdftkfTj3oqqhRevov7
02/04/2024,3PO1jRVb0lsv2140VTXOQo,david j,864410,53,81001,modern country pop,2021,2024,20,1,Breakout Country,6Mb4ChyGxYAfVtXz9ia0DN
02/04/2024,4d3yvTptO48nOYTPBcPFZC,eve,7063309,67,1350550,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",1999,2021,20,1,Throwback Workout,3RmKpob8xzv1pzHEQrMJah
02/04/2024,2NTtIgPZyELENThAeqfvR6,henrique camacho,745893,49,97282,trance brasileiro,2019,2024,20,2,Hardstyle Bangers,1EvtCODhDxZAg8xqe5cqev
02/04/2024,1x0ScxgiyFRQDKT4VwcLHa,lny tnz,967869,51,59594,rawstyle,2023,2024,20,1,Hardstyle Bangers,3VwxvFdVh7i0NdroGxP3oz
02/04/2024,5t5FqBwTcgKTaWmfEbwQY9,enhypen,9779536,78,8270259,"anime, k-pop boy group",2021,2024,20,1,Hallyu Boy Bands,"7mpdNiaQvygj2rHoxkzMfa, 2YmfV4lAjrAQvuggKCUX6m, 3MOa6IKagO2lT9n0sI8fZQ, 1wcr8DjnN59Awev8nnKpQ4, 0UzymivvUH5s8z4PeWZJaK, 4NxbUHGeXsQgxvR8YKbHjC, 3MOa6IKagO2lT9n0sI8fZQ, 2YmfV4lAjrAQvuggKCUX6m, 7mpdNiaQvygj2rHoxkzMfa"
02/04/2024,3ytV7vc4ZuwGgwaOuWvkk8,mino,826835,52,1095594,k-pop,2014,2022,12,1,노래방 인기가요 (Singing Room K-Pop),5g2Ik0WJG9rqu97nCLcQhV
02/04/2024,0hW1muryuCdZLfjoLrUhnw,yoon jong shin,211908,40,70115,korean pop,1991,2023,20,9,노래방 인기가요 (Singing Room K-Pop),4qkYFnaKtaaPkUvhSsC8kC
02/04/2024,7MWT3sTDz6GemZla4Y5oCk,gist,104890,47,25745,k-rap,2019,2024,20,1,KrOWN,2jkvI5zv8yDQKReAlyMj2t
02/04/2024,32wJE7JooXm59HxYhy7caU,khundi panda,80090,35,20776,k-rap,2017,2024,16,1,노래방 인기가요 (Singing Room K-Pop),2Zr0bYRHwWXi7eM2wuE6Aj
02/04/2024,4nvFFLtv7ZqoTr83387uK4,dynamicduo,1526338,55,209898,"k-rap, korean r&b",2004,2024,20,1,KrOWN,"1riVuC1J7WRgJhG5WrtXI4, 0sedpruW5fiIKDyDNKa6rp, 3TPvrMAd1hbPRXuHCRX0Pl, 07WKwqwNf51FnsJdDNkKtV, 74KUxRJj4MnfEA0HYniXI0"
02/04/2024,099toTcKJoywTosZr2hHjy,langhorne slim,1060159,51,163715,"anti-folk, indie folk, modern folk rock, new americana, stomp and holler",2008,2023,20,3,Sunrise Run,40rjypnguxfhPy4Bbv5SWc
02/04/2024,6OwKE9Ez6ALxpTaKcT5ayv,akmu,2928328,62,1612065,k-pop,2012,2023,18,1,노래방 인기가요 (Singing Room K-Pop),"6f4CAdAmrOfGH3FOfwHMSV, 1qosh64U6CR5ki1g1Rf2dZ"
02/04/2024,6KlY7jizsLWQcXR1F2Sn9j,aftershock,370067,44,18504,"euphoric hardstyle, rawstyle",2022,2024,20,1,Hardstyle Bangers,4Y8o07UHVsGFBCWXB2MGRM
02/04/2024,1bqxdqvUtPWZri43cKHac8,max,10645260,70,892745,"singer-songwriter pop, teen pop, viral pop",2016,2024,20,2,Chill Pop,"2ED71uZCYogHDMcYh7nTW2, 60JZB9waHUPWJTGbYO6kDB"
02/04/2024,3lkwNhvm2fbh4q8CIe47n3,lily rose,428739,45,96436,modern country pop,2019,2024,17,1,Women of Country,0Fu3jq4NeOLatOXiLWVLO3
02/04/2024,02WoRfOhF5nUVpwddshInq,choilb,14356,34,7780,k-rap,2014,2023,14,1,KrOWN,6elDiM0qVAMqtYa7J4dWNh
02/04/2024,5dMnvpYEfXvSexjwnSRH5n,raelynn,906395,51,471427,"contemporary country, country, country road, deep talent show, modern country rock",2017,2024,20,1,Women of Country,3YM0vEH7taFj7OLW3dWfiu
02/04/2024,0gadJ2b9A4SKsB1RFkBb66,passenger,15718075,71,3254391,"folk-pop, neo mellow",2007,2023,20,1,Feel Good Acoustic,1KxwZYyzWNyZSRyErj2ojT
02/04/2024,3XlIhgydjvC4EniPFZT20j,trisha yearwood,2548339,58,1160739,"contemporary country, country, country dawn, country road",1991,2023,20,1,Women of Country,"2ulBBx6YQ3qY3ci34RadtN, 08c3wmdjKSjxTJY9cHSts7"
02/04/2024,43JlwunhXm1oqdKyOa2Z9Y,hiatus kaiyote,1515390,57,611608,"alternative r&b, australian r&b, indie soul, shiver pop",2013,2024,19,2,Singled Out,2TO33go9HrlIUiduVua6Ic
