dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
12/04/2024,2h93pZq0e7k5yf4dywlkpM,frank ocean,33213954,85,13434088,"lgbtq+ hip hop, neo soul",2011,2020,15,1,Pop Covers,"41cpvQ2GyGb2BRdIRSsTqK, 7DfFc7a6Rwfi3YQMRbDMau, 4osgfFTICMkcGbbigdsa53"
12/04/2024,6qxpnaukVayrQn6ViNvu9I,bigxthaplug,12650003,78,549725,southern hip hop,2022,2024,20,1,New Music Friday,"0uXW44uIa0ODz7ut3HT7f6, 1nQaTUDJ7Rc4yOvZmg9Ozr, 0uXW44uIa0ODz7ut3HT7f6, 1c7MITQmNJTrvfbDSzWT6x, 6tiYQ631gOeBb2jCtaIs0R, 0uXW44uIa0ODz7ut3HT7f6, 1c7MITQmNJTrvfbDSzWT6x, 2EA5h6XD8KB070waaoclje, 1nQaTUDJ7Rc4yOvZmg9Ozr, 0LXrihCLToJ1l9HlIufKSA, 1nQaTUDJ7Rc4yOvZmg9Ozr, 7hrFCoyWwKep7qp1lP4oga, 1nQaTUDJ7Rc4yOvZmg9Ozr, 3ScMs95OaNlkrZuRe7gyYa, 0uXW44uIa0ODz7ut3HT7f6, 2EA5h6XD8KB070waaoclje, 1nQaTUDJ7Rc4yOvZmg9Ozr, 1c7MITQmNJTrvfbDSzWT6x, 0uXW44uIa0ODz7ut3HT7f6, 4QTlxavdQGUVitxAvQqqkU, 3ScMs95OaNlkrZuRe7gyYa, 1c7MITQmNJTrvfbDSzWT6x, 2EA5h6XD8KB070waaoclje"
12/04/2024,23fqKkggKUBHNkbKtXEls4,kygo,35033047,80,8310534,"edm, pop, pop dance, tropical house",2016,2024,20,1,Heart Beats,"21H0pUV2uPIPcFnFhgTBjo, 21H0pUV2uPIPcFnFhgTBjo, 4RAR8g8fZNB106ezUurnE0, 21H0pUV2uPIPcFnFhgTBjo, 1O73ZKgl0THUImkHW6dfAL, 0LMwmV37RCmBO2so0szAFs, 21H0pUV2uPIPcFnFhgTBjo, 0LMwmV37RCmBO2so0szAFs, 6oJ6le65B3SEqPwMRNXWjY, 6oJ6le65B3SEqPwMRNXWjY, 5Gj1wG8b12VQdEd3hUuSwo, 0LMwmV37RCmBO2so0szAFs"
12/04/2024,6OO0PboZcIWUWL7j2IyeoL,markus schulz,780910,47,312264,"edm, pop dance, progressive house, progressive trance, trance",2023,2024,20,8,Trance Mission,"34NcElWmekutGStNPk3oeZ, 17Ho4UqADU55oec5f82Col, 5egP6yTdSchQ4gRrC7kKr9"
12/04/2024,59MDSNIYoOY0WRYuodzJPD,duskus,1003114,51,55687,"future bass, vapor twitch",2018,2023,20,3,Deep House Relax,2OVo7I9IuGruvsOj83jvtQ
12/04/2024,1dID9zgn0OV0Y8ud7Mh2tS,dustin lynch,5375016,66,2336418,"contemporary country, country, country road, modern country rock",2012,2023,20,1,New Boots,7FKAVg9SA7QYLxdVRLnKjd
12/04/2024,4vteTJJmyFSu91w1rxv1Xv,willard white,16355,23,818,classical bass,1976,2015,16,42,Opera Classics,49pAuEJm2xIu6vfLYP2g29
12/04/2024,1dTEPvUhxpFzL7UMKHWFfZ,tom santa,3614621,59,13722,stutter house,2022,2023,7,1,Power Hour,"1M8t1j3Kv2qp97bdq5q4Vl, 1M8t1j3Kv2qp97bdq5q4Vl, 1M8t1j3Kv2qp97bdq5q4Vl"
12/04/2024,2w9zwq3AktTeYYMuhMjju8,inna,10312143,71,1253090,"dance pop, romanian house, romanian pop",2010,2024,20,1,New Dance Pop,"5TZnCu5vibZW8AqEFgsqgY, 6pb5DtlAeG95dNQLHiArRU, 6pb5DtlAeG95dNQLHiArRU"
12/04/2024,41MozSoPIsD1dJM0CLPjZF,blackpink,17284150,81,48411436,"k-pop, k-pop girl group, pop",2018,2023,20,4,KrOWN,"6stcJnJHPO8RrYx5LLz5OP, 0skYUMpS0AcbpjcGsAbRGj, 0ARKW62l9uWIDYMZTUmJHF, 0ARKW62l9uWIDYMZTUmJHF"
12/04/2024,1w8f71fNCVvZtiz4DLd7N5,harley,1348484,52,15312,rap francais,2020,2024,20,1,Afro Bars ,3BOP1rsMQA0q5QV5obyNG2
12/04/2024,0xRXCcSX89eobfrshSVdyu,meduza,19997685,76,742270,"edm, pop dance, pop house, uk dance",2023,2024,20,1,Power Hour,"7jrMFjEq0t09f7m3HnnWXl, 3rb0tMq42WfggucPm0HHkA, 04R4oiYD4NU6ZkdwlaJSep, 2UDycsru4dEa1UFmyIvKYU, 5ooCfBqZyTB5CTdu1x7S77, 7jrMFjEq0t09f7m3HnnWXl, 6G0ldVNlhQf82Rf3pWjAyQ, 3Zu3htXTRwwIcozD31XdrO, 1R0YUQ48qQQXFd9dLYifQw, 1dtNRzHMtDS3TtIzxNdyag, 4yagkb6nJCRcfjUhaOVHTw, 7jrMFjEq0t09f7m3HnnWXl, 3rb0tMq42WfggucPm0HHkA"
12/04/2024,3MekbRujJg5VZThubOlrkR,ninajirachi,121071,37,22329,aussietronica,2019,2024,20,1,New Music Friday Dance,0ttpRUqY7S9LfMPnbZjrXq
12/04/2024,1496XxkytEk26FUJLfpVZr,clozee,661174,51,204995,"downtempo bass, electra, glitch hop",2012,2024,20,1,creamy,43QTqbEuSMnofYrZ1fuNwi
12/04/2024,6Sav6oWBRdmKNqjROoDOqB,yung mo$h,64319,31,4299," house , rock , modern ",2023,2024,5,1,Hard Rock,5R4Wo2Q4ByKEl4M2yWS2si
12/04/2024,2rw3LZY0A24GkULVGodEag,kazuki yamada,10498,22,720,japanese classical performance,2017,2024,20,6,Classical New Releases,1SbYCb5MMwHztViR9164xr
12/04/2024,13nmMVXihf9LHBGMm6NI6f,semblance smile,48423,28,621, dance ,2021,2024,16,2,Trance Mission,1ia0SNQ1Scw0kP8G0VdGDj
12/04/2024,56vXCqK2n9zs0IjuNoBrJD,tumelo_za,1372249,54,23019,"amapiano, quantum sound",2023,2024,13,1,Big Mood,"5tpft20jhQvRlG3O7XfwWy, 5tpft20jhQvRlG3O7XfwWy"
12/04/2024,7o95ZoZt5ZYn31e9z1Hc0a,natasha bedingfield,25198902,76,1722476,"dance pop, pop, post-teen pop",2004,2024,20,1,New Dance Pop,"7leW1Dmvs9A4oDh9i5Qwpz, 7JnN2GeisFVdQjghlVbWQD, 1asIbRzmsjHJtGxGm0Euxm, 1D1nixOVWOxvNfWi0UD7VX, 7leW1Dmvs9A4oDh9i5Qwpz"
12/04/2024,4YJsSCuag8W1TFTgSeEc2k,liquid stranger,331138,45,224559,"brostep, downtempo, drill and bass, filthstep",2007,2024,20,1,Bass Arcade,"2qcatm1Vvi5io4zmIQc2cp, 2qcatm1Vvi5io4zmIQc2cp, 2qcatm1Vvi5io4zmIQc2cp"
12/04/2024,30B2OY2t19A6zCXGFUNlGB,petey martin,417739,43,5785, dance ,2019,2024,20,1,New Dance Pop,55035XjXsvjMUWCcHSEVJH
12/04/2024,1np8xozf7ATJZDi9JX8Dx5,salute,628344,49,58654,ukg revival,2016,2024,20,1,mint,0Tc7p0cKE8078NVGRDcDOX
12/04/2024,15HOfHbNWedCAcJ3Cm1mbc,chyl,143152,39,18235,speed house,2022,2024,20,1,Shuffle Syndrome,"6fviOwXHvwwN7GdAuVaH5v, 5pIJ99J4vVntZgDPFZYBtw, 1emuD0fT5F0ZnZLcoscLQO"
12/04/2024,3DbwFQlvLxRSi2uX8mf81A,sexyy red,19748892,77,757950,trap queen,2021,2024,20,3,Get Turnt,"2MjXWroB9wlTG2kqv3avfS, 1yeB8MUNeLo9Ek1UEpsyz6, 1BmI4EYdfzbg8DlV6pHYrY, 1fo2w2ikXyQjnmH1AVVyJ8, 2MjXWroB9wlTG2kqv3avfS, 1yeB8MUNeLo9Ek1UEpsyz6, 2MjXWroB9wlTG2kqv3avfS, 1yeB8MUNeLo9Ek1UEpsyz6, 1yeB8MUNeLo9Ek1UEpsyz6, 2MjXWroB9wlTG2kqv3avfS, 20uBNCshRN9fKeE3dHRXST, 2MjXWroB9wlTG2kqv3avfS, 4LadsagnXZM7SEOpHjHIHA"
12/04/2024,46lEQmDJLJeyltECJYJv1Y,wyatt flores,2954862,65,194990,"modern country pop, oklahoma country",2021,2024,16,1,Indigo,"23J38YFp8WIuUFAigUAxuV, 2hPGwgrohMaMbEvjtNrw0G, 1VSJKbdlrDRdI8oYu3tnzi, 0B6v7ZT2yrqYaCQb6OP5Gn, 0VFwBPIBEuveQTxrm5OerM, 79Zz9rFCSDhsSClr0M5Pzj"
12/04/2024,50Lr1puweM1hFsF1LpIZLM,whomadewho,2040565,57,230263,"alternative dance, dance-punk, danish indie, electronica, experimental pop",2005,2024,20,2,Deep House Relax,5KDKk7wE5VB4bXELIPO6Yn
13/04/2024,00FQb4jTyendYWaN8pK0wa,lana del rey,55629615,90,33902973,"art pop, pop",2012,2024,20,1,Lorem,0Oqc0kKFsQ6MhFOLBNZIGX
13/04/2024,07YZf4WDAMNwqr4jfgOZ8y,jason derulo,30474407,79,11900883,"dance pop, pop",2010,2024,20,5,Inspiring Latinas,737gzPI5VAmgUGWiJ9yXuu
13/04/2024,08PvCOlef4xdOr20jFSTPd,flo milli,19140871,76,1015893,viral rap,2020,2024,20,1,RapCaviar,2x2olWuWXpqjoeE4bO1NFS
13/04/2024,099toTcKJoywTosZr2hHjy,langhorne slim,1227815,52,164024,"anti-folk, indie folk, modern folk rock, new americana, stomp and holler",2008,2023,20,3,Sunrise Run,40rjypnguxfhPy4Bbv5SWc
13/04/2024,0AqlFI0tz2DsEoJlKSIiT9,emilia,17556371,80,2668275,pop argentino,2022,2024,20,1,Inspiring Latinas,"4AINuhTujSI5LmfO7sJRA8, 5lkgHMBFyhk6P3jinwsYo0"
13/04/2024,0BvkDsjIUla7X0k6CSWh1I,luke bryan,10807678,76,8513536,"contemporary country, country, country road, modern country rock",2007,2024,20,6,Sunrise Run,1EV8rGG6eZIvp7DJ2ravW1
13/04/2024,0EmeFodog0BfCgMzAIvKQp,shakira,68673744,87,32515347,"colombian pop, dance pop, latin pop, pop",1995,2024,20,1,Inspiring Latinas,"0DWdj2oZMBFSzRsi2Cvfzf, 4nrPB8O7Y7wsOCJdgXkthe, 78dbqYDvx6FOefROApu9w0, 7txjUEY6McJDJKqIo1Rxjp, 4cS2HQ6jK80vqdY9ofpztx"
13/04/2024,0ErzCpIMyLcjPiwT4elrtZ,nle choppa,19750031,79,7872303,"memphis hip hop, rap",2019,2024,20,1,RapCaviar,22yRHdYBLZMi7xnvBioqkP
13/04/2024,0RESbWvOMyua0yuyVrztJ5,key glock,15179187,77,1954578,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2017,2024,20,1,RapCaviar,55i5Hdv7VkcQtXCn1zyvKg
13/04/2024,0TjAAwE04BeoSeOpJIakYH,little may,217841,38,51765,indie folk,2014,2019,4,5,Sunrise Run,7L3WVfrpwUN07jkvZg1vrP
13/04/2024,0UWZUmn7sybxMCqrw9tGa7,juanes,19136238,76,4655628,"colombian pop, latin pop, mexican pop, rock en espanol",2000,2024,20,1,Inspiring Latinas,4cccqGxzMZXzBrdNUKjnIl
13/04/2024,0VRj0yCOv2FXJNP47XQnx5,quavo,12596307,78,7271524,"atl hip hop, melodic rap, rap, trap",2017,2024,20,1,RapCaviar,79GhK8ZAUQxGFfr6rEpdms
13/04/2024,0XK6kT7xcZAlcYrNjOgzJe,carla morrison,10574769,72,4130708,"cantautora mexicana, mexican pop",2010,2024,20,1,Inspiring Latinas,7rLozI09IOepDfaF5umbK8
13/04/2024,0Y5tJX1MQlPlqiwlOH1tJY,travis scott,69868810,94,28528914,"hip hop, rap, slap house",2015,2024,20,2,RapCaviar,"28drn6tQo95MRvO0jQEo5C, 0hKtu53OlIFXVuYkZwcn3o, 42VsgItocQwOQC3XWZ8JNA, 2yUzr8Sr6ldG8vmHhZwTnz, 2Adxpr1j5lSihOCsmIfflJ"
13/04/2024,0fA0VVWsXO9YnASrzqfmYu,kid cudi,25359954,81,6946765,"hip hop, ohio hip hop, pop rap, rap",2009,2024,20,1,RapCaviar,2Adxpr1j5lSihOCsmIfflJ
13/04/2024,0hCNtLu0JehylgoiP8L4Gh,nicki minaj,51643868,87,30811831,"hip pop, pop, queens hip hop, rap",2010,2024,20,5,RapCaviar,1a73gcEg6h6Re6hHXoVltJ
13/04/2024,0hF6lbAjRsq4svrQUr5sgU,kyle richh,4459265,68,293656,new york drill,2021,2024,20,1,RapCaviar,6ulEymrJ2Azx1uo3YHSE5w
13/04/2024,0haZhu4fFKt0Ag94kZDiz2,sofía reyes,7753228,66,3072387,"latin pop, latin viral pop, mexican pop, reggaeton",2017,2023,20,1,Inspiring Latinas,737gzPI5VAmgUGWiJ9yXuu
13/04/2024,0iEtIxbK0KxaSlF7G42ZOp,metro boomin,62159992,93,7652895,"hip hop, rap",2014,2024,20,1,RapCaviar,"2tudvzsrR56uom6smgOcSf, 28drn6tQo95MRvO0jQEo5C, 0hKtu53OlIFXVuYkZwcn3o, 0cGn4vxyoBftN61XUv2aQk, 2yUzr8Sr6ldG8vmHhZwTnz"
13/04/2024,0iidQFemlPhkoHqFroz2my,delta rae,306223,43,91462,folk-pop,2012,2022,20,1,Sunrise Run,5xyRzgC5q0iWcDnak1CNoP
13/04/2024,0n94vC3S9c3mb2HyNAOcjg,the head and the heart,3530454,62,1074331,"folk-pop, seattle indie, stomp and holler",2011,2022,20,6,Sunrise Run,33faLM9uNVtibuZIb37MOV
13/04/2024,0vRO9bFgOrDoFtLcDHV8b6,kopecky,18457,20,21907,nashville indie,2010,2015,3,7,Sunrise Run,6DXxNwGTutl5cnAYJkiLVm
13/04/2024,0yknvLWQZxwsMjhUhwWZQ8,41,4080796,66,166462,new york drill,2020,2024,17,1,RapCaviar,6ulEymrJ2Azx1uo3YHSE5w
13/04/2024,10exVja0key0uqUkk6LJRT,vance joy,23953552,75,3033981,"folk-pop, modern rock",2014,2024,20,2,Sunrise Run,2qEv3RLo2KTgjP844901gV
13/04/2024,13ubrt8QOOCPljQ2FL1Kca,a$ap rocky,34703374,83,13763295,"east coast hip hop, hip hop, rap, trap",2011,2024,20,3,RapCaviar,0cGn4vxyoBftN61XUv2aQk
13/04/2024,181bsRPaVXVlUKXrxwZfHK,megan thee stallion,24061808,79,8895382,"houston rap, pop, r&b, rap, trap queen",2017,2024,20,8,RapCaviar,7mOC6phfrfz3jfigg1aGsE
13/04/2024,196lKsA13K3keVXMDFK66q,the avett brothers,2317485,60,976293,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",2002,2024,20,1,Sunrise Run,0KKist1jJYO17nOqtO1sb2
13/04/2024,1Db5GsIoVWYktPoD2nnPZZ,gloria trevi,7758243,72,5143503,"latin arena pop, latin pop, mexican pop",2004,2024,20,12,Inspiring Latinas,"4pmRDyDRRiZ5Pq7hm4WTpb, 3sQf1MpSqYoqVfdvao8vKt"
13/04/2024,1DxLCyH42yaHKGK3cl5bvG,maria becerra,23993626,81,6128752,pop argentino,2021,2024,20,1,Inspiring Latinas,"3oNnzH6hmqIGIhJ1NcHlrh, 6q6aChVJ5LLXFUSfakwpxW, 0Dl34Kegtc0y0m0oPhQfiI"
13/04/2024,1GDbiv3spRmZ1XdM1jQbT7,natti natasha,14537496,73,9848781,"latin pop, rap latina, reggaeton, urbano latino",2012,2024,20,1,Inspiring Latinas,5anRovfNkeo83bshruaWX9
13/04/2024,1HPW4jeRjXBFRoUnSvBzoD,destroy lonely,3948061,72,1038848,rage rap,2018,2024,20,1,RapCaviar,79GhK8ZAUQxGFfr6rEpdms
13/04/2024,1RyvyyTE3xzB2ZywiAwp0i,future,62576328,94,16552004,"atl hip hop, hip hop, rap, southern hip hop, trap",2015,2024,20,19,RapCaviar,"2tudvzsrR56uom6smgOcSf, 28drn6tQo95MRvO0jQEo5C, 0hKtu53OlIFXVuYkZwcn3o, 0cGn4vxyoBftN61XUv2aQk"
13/04/2024,1U1el3k54VvEUzo3ybLPlM,kali uchis,37927410,85,6911087,colombian pop,2015,2024,20,1,Inspiring Latinas,"6tDDoYIxWvMLTdKpjFkc1B, 4kvDU8vfvxupVezsVPag5v"
13/04/2024,1URnnhqYAYcrqrcwql10ft,21 savage,59936625,91,18006605,"atl hip hop, hip hop, rap",2016,2024,20,1,RapCaviar,"52eIcoLUM25zbQupAZYoFh, 2yUzr8Sr6ldG8vmHhZwTnz, 1udwFobQ1JoOdWPQrp2b6u, 2FoahzOSxJnalPA8aBUme3, 5gzEL5O1ubbtIHUhLkSMTz"
13/04/2024,1UjxAZqzphB1tsMb1aWBj0,omega,4432203,62,219069,rap dominicano,2009,2024,20,2,Inspiring Latinas,6IdcyYfBz9LG3SWIKVyNgh
13/04/2024,1hcdI2N1023RvSwLzTtdsp,natalia lafourcade,10754127,73,4407547,"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie",2002,2023,20,1,Inspiring Latinas,4nehxVflg443IcjhsqpfEG
13/04/2024,1jBoSSrbz9n4ehQWA4cZgB,rob49,7710401,68,172289,new orleans rap,2020,2024,20,1,RapCaviar,2k2ygnRjt8MLu22HWsqym2
13/04/2024,1l7ZsJRRS8wlW3WfJfPfNS,christina aguilera,26691659,78,8093825,"dance pop, pop",1999,2023,20,2,Inspiring Latinas,1kGhjFgl6A68ZAYvtw2UDK
13/04/2024,1pPmIToKXyGdsCF6LmqLmI,rich the kid,30619635,80,3258486,"atl hip hop, melodic rap, plugg, rap, trap",2018,2024,20,1,RapCaviar,3w0w2T288dec0mgeZZqoNN
13/04/2024,1pi7nGhOM7PTHR5YEgXVGq,villano antillano,3481770,61,199631,"rap boricua, urbano latino",2021,2024,20,1,Inspiring Latinas,4hceSKjrkDTO0nMKFcb3sj
13/04/2024,1xVWSPiw5B0OduIC0DSu3V,delta spirit,256544,40,119741,"modern folk rock, piano rock, stomp and holler",2006,2022,17,6,Sunrise Run,1zcs4HI1bvDmOJ2fIVTrdz
13/04/2024,23wEWD21D4TPYiJugoXmYb,thalia,9462360,68,4872803,"latin pop, mexican pop",1998,2023,20,10,Inspiring Latinas,2Lv1EpgTXrZ2gzJfoNGVnw
13/04/2024,2EMAnMvWE2eb56ToJVfCWs,bryson tiller,28243361,84,8223050,"kentucky hip hop, r&b, rap",2015,2024,20,1,RapCaviar,57wp7VFnV8X0pSVnYArGeJ
13/04/2024,2GJa7lPCjAB1rKXptXrfy8,feeble little horse,323944,47,43553,"hyper-rock, lo-fi indie",2021,2023,3,5,Lorem,2fqqw29nKkLUd4qACp0WOV
13/04/2024,2UZIAOlrnyZmyzt1nuXr9y,nicki nicole,24922227,81,6414226,"argentine hip hop, r&b argentino, trap argentino, trap latino, urbano latino",2019,2024,20,1,Inspiring Latinas,"5UcWUgWfR2Ir0EXSb1EpoM, 5lR23GryHOflIeSkJ0zGnW, 1kGhjFgl6A68ZAYvtw2UDK"
13/04/2024,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,61196544,90,27499055,"conscious hip hop, hip hop, rap, west coast rap",2010,2023,20,1,RapCaviar,2tudvzsrR56uom6smgOcSf
13/04/2024,2hlmm7s2ICUX0LVIhVFlZQ,gunna,34729608,84,6976697,"atl hip hop, melodic rap, rap, trap",2016,2024,20,1,RapCaviar,0ZBg0OsGKgZajDgFtryiz7
13/04/2024,2p4aN0Uxkk3iT3HK0cJ2cJ,tokischa,9477651,69,978236,"rap latina, trap dominicano",2022,2024,20,1,Inspiring Latinas,1ahCrpeTt94LL7y1aXw0Y8
13/04/2024,2pbO2XyPJGWz2s0OZeD4pR,renee,1793748,54,79278,urbano mexicano,2020,2024,20,1,Inspiring Latinas,3LWay44eeYFEh27Gf1UA7J
13/04/2024,2qoQgPAilErOKCwE2Y8wOG,glorilla,7132069,71,628645,southern hip hop,2022,2024,20,9,RapCaviar,"7mOC6phfrfz3jfigg1aGsE, 0SdBkFh6u5IHIXqlBu0NyI"
13/04/2024,2sF5nNXnrrsCPZlt8ZpyGd,rich amiri,12243921,74,356115,rage rap,2022,2024,20,1,RapCaviar,69phA1R4gmQsBFRQ3INW8C
13/04/2024,2sG4zTOLvjKG1PSoOyf5Ej,brandi carlile,5071465,65,807916,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana",2005,2024,20,1,Sunrise Run,2Wd4587dip8rkW4dZKpVYP
13/04/2024,2ysnwxxNtSgbb9t1m2Ur4j,george ezra,16726792,73,4143078,"folk-pop, neo-singer-songwriter",2013,2023,17,4,Sunrise Run,4utxrxc5CohfZa6ZhWDdNn
13/04/2024,31W5EY0aAly4Qieq6OFu6I,a boogie wit da hoodie,19333132,80,8066856,"melodic rap, rap, trap",2016,2024,20,2,RapCaviar,1NIYStZPXSEwxoeX28lK5e
13/04/2024,37230BxxYs9ksS7OkZw3IU,chencho corleone,30168699,79,859033,"reggaeton, reggaeton flow, trap latino, urbano latino",2020,2024,20,1,Inspiring Latinas,6q6aChVJ5LLXFUSfakwpxW
13/04/2024,3BAgmPNIK5IJl7zMK1wvMA,that mexican ot,6813233,74,722059,texas latin rap,2020,2024,20,1,RapCaviar,582YxhgpJEY0aEHQtVQFhO
13/04/2024,3BcgTyEdL81zMljmXcilZM,jenn carter,4344837,67,205999,new york drill,2023,2024,20,1,RapCaviar,6ulEymrJ2Azx1uo3YHSE5w
13/04/2024,3DbwFQlvLxRSi2uX8mf81A,sexyy red,19654024,77,761772,trap queen,2021,2024,20,3,RapCaviar,"2MjXWroB9wlTG2kqv3avfS, 1yeB8MUNeLo9Ek1UEpsyz6"
13/04/2024,3EiLUeyEcA6fbRPSHkG5kb,de la ghetto,21374328,78,7112348,"reggaeton, reggaeton flow, trap latino, urbano latino",2008,2024,20,1,Inspiring Latinas,737gzPI5VAmgUGWiJ9yXuu
13/04/2024,3GjVVVcFmUgEJEAAsbGkf4,trampled by turtles,1190251,56,388311,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler",2004,2022,20,1,Sunrise Run,6nQ5z2EDrltb8MZs3HhfgL
13/04/2024,3HiuzBlSW7pGDXlSFMhO2g,young dolph,6272227,72,2832207,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2015,2022,20,12,RapCaviar,55i5Hdv7VkcQtXCn1zyvKg
13/04/2024,3IJ21966TwNZI24MwZHMu4,baby tate,3764495,72,460358,trap queen,2015,2024,20,4,RapCaviar,1udwFobQ1JoOdWPQrp2b6u
13/04/2024,3LZZPxNDGDFVSIPqf4JuEf,ice spice,20132794,75,3337990,bronx drill,2021,2024,18,1,RapCaviar,4w2Furap0ZzaiK4J14E9sR
13/04/2024,3NPpFNZtSTHheNBaWC82rB,x ambassadors,14380794,72,2977085,"modern alternative rock, modern rock, stomp pop",2013,2024,20,1,Sunrise Run,0fYVliAYKHuPmECRs1pbRf
13/04/2024,3TVXtAsR1Inumwj472S9r4,drake,81250548,96,86391237,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2009,2024,20,1,RapCaviar,"7aqfrAY2p9BUSiupwk3svU, 3QS9ZCtoSCJhmaJ7QNXSAS, 2YSzYUF3jWqb9YP9VXmpjE, 1yeB8MUNeLo9Ek1UEpsyz6"
13/04/2024,3VHAySZQPlfGlNLslzXYpN,nathy peluso,5105016,65,1143486,"r&b en espanol, rap latina",2017,2024,20,1,Inspiring Latinas,"4AINuhTujSI5LmfO7sJRA8, 1kGhjFgl6A68ZAYvtw2UDK, 78wyf1JZmuzIoX0cqtTvCd"
13/04/2024,3Z3OTfxYdBnJKMXFbRjmU2,vivir quintana,387025,45,37171,nuevo folklore mexicano,2020,2024,20,1,Inspiring Latinas,5w3AsUEGoaCuBhDp14umuy
13/04/2024,3ceQN2NVlLg1hgTzljDE4n,half moon run,1215182,55,296370,"canadian indie, indie folk, quebec indie",2013,2024,20,2,Sunrise Run,2BBb3UMJBNlofpC25pbSp4
13/04/2024,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,10865305,72,6359375,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",2009,2024,20,1,Sunrise Run,"2JHBMVs8E7bJJBLkXpKgHn, 2BBkIgdXLv5vyp1DR0wpQl"
13/04/2024,3m5qlPf2OkihLz3dRYnkPA,ovy on the drums,18180819,75,317312,"colombian pop, reggaeton colombiano, trap latino, urbano latino",2022,2024,20,1,Inspiring Latinas,6q6aChVJ5LLXFUSfakwpxW
13/04/2024,3qiHUAX7zY4Qnjx8TNUzVx,yeat,20735489,84,4586301,"pluggnb, rage rap",2019,2024,20,1,RapCaviar,"5NAOhPAZ57eFAXr3qatS6i, 2YSzYUF3jWqb9YP9VXmpjE"
13/04/2024,3qsKSpcV3ncke3hw52JSMB,young miko,28329905,82,2753970,"trap latino, urbano latino",2022,2024,20,1,Inspiring Latinas,"52efxkazJPLF9SeuUuuX0u, 5UcWUgWfR2Ir0EXSb1EpoM"
13/04/2024,3tJoFztHeIJkJWMrx0td2f,moneybagg yo,11418207,76,4391857,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2016,2023,20,19,RapCaviar,2k2ygnRjt8MLu22HWsqym2
13/04/2024,43s6uFZrdusv7ggmDSpO41,tata,1205830,65,145053,new york drill,2022,2024,20,1,RapCaviar,6ulEymrJ2Azx1uo3YHSE5w
13/04/2024,4CHiVarfTsFhkFOk5vHS77,marc scibilia,744671,50,61134,indiecoustica,2013,2024,20,1,Sunrise Run,5m2LyVfBZhEmOvBlBGBX1l
13/04/2024,4DdkRBBYG6Yk9Ka8tdJ9BW,offset,22973170,80,3875100,"atl hip hop, hip hop, pop rap, rap, trap",2017,2024,20,1,RapCaviar,0ZBg0OsGKgZajDgFtryiz7
13/04/2024,4F4pp8NUW08JuXwnoxglpN,bad gyal,11858228,75,1545372,"neoperreo, rap catala, rap latina, trap catala, urbano espanol, urbano latino",2016,2024,20,1,Inspiring Latinas,2EbRFerXy6IPM3EfAOqZkB
13/04/2024,4Ga1P7PMIsmqEZqhYZQgDo,lil tecca,20800222,81,7156768,"melodic rap, pluggnb, rap",2019,2024,20,1,RapCaviar,"1xWkeSPhf3bZqHY7Ncz8vp, 5ZDIwpR2JMwuRM8xumtmxn"
13/04/2024,4Gso3d4CscCijv0lmajZWs,don toliver,28932901,83,4101751,"pop rap, rap, trap",2018,2024,20,2,RapCaviar,7sTyAjxDXq9afwfSQy6D0s
13/04/2024,4boI7bJtmB1L3b1cuL75Zr,mon laferte,10296530,74,6799420,latin alternative,2011,2024,20,4,Inspiring Latinas,"3sQf1MpSqYoqVfdvao8vKt, 5w3AsUEGoaCuBhDp14umuy"
13/04/2024,4dwdTW1Lfiq0cM8nBAqIIz,of monsters and men,9697826,68,3465763,"folk-pop, metropopolis, modern rock, stomp and holler",2012,2022,14,1,Sunrise Run,"3a2tuvXCHbW5nuUckuHkKT, 60ZGteAEtPCnGE6zevgUcd"
13/04/2024,4kYSro6naA4h99UJvo89HB,cardi b,36185698,81,23549508,"pop, rap",2016,2024,20,1,RapCaviar,7pDfRnoEDRkcz7bQsOjnPc
13/04/2024,4nDoRrQiYLoBzwC5BhVJzF,camila cabello,44127749,81,32656330,"dance pop, pop",2018,2024,20,1,Inspiring Latinas,2DB4DdfCFMw1iaR6JaR03a
13/04/2024,4obzFoKoKRHIphyHzJ35G3,becky g,30180505,78,14350199,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",2019,2024,20,1,Inspiring Latinas,"1ri9ZUkBJVFUdgwzCnfcYs, 6IdcyYfBz9LG3SWIKVyNgh, 1kGhjFgl6A68ZAYvtw2UDK"
13/04/2024,50co4Is1HCEo8bhOyUWKpn,young thug,29222883,84,9733719,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",2014,2023,20,13,RapCaviar,2FI2cZGlZ1nmRt2IkjnoMi
